Food_ID,Food_Name,Quantity,Expiry_Date,Provider_ID,Provider_Type,Location,Food_Type,Meal_Type
749,Salad,32,27-03-25,140,Restaurant,Watsonstad,Non-Vegetarian,Lunch
750,Bread,17,25-03-25,613,Grocery Store,Petersonburgh,Non-Vegetarian,Breakfast
751,Chicken,18,25-03-25,720,Restaurant,Francisshire,Vegan,Snacks
752,Soup,12,17-03-25,460,Grocery Store,Lake Justin,Vegan,Breakfast
753,Fruits,19,24-03-25,182,Grocery Store,Port Jeffrey,Vegetarian,Breakfast
754,Dairy,37,30-03-25,986,Supermarket,Port David,Non-Vegetarian,Dinner
755,Soup,4,17-03-25,195,Supermarket,Justinhaven,Vegetarian,Dinner
756,Bread,5,19-03-25,887,Supermarket,Strongmouth,Vegan,Snacks
757,Dairy,42,21-03-25,282,Supermarket,Port Gregton,Vegetarian,Dinner
758,Rice,4,26-03-25,989,Grocery Store,North Lauren,Non-Vegetarian,Dinner
759,Chicken,36,18-03-25,779,Supermarket,New Bobbytown,Non-Vegetarian,Snacks
760,Dairy,28,26-03-25,710,Catering Service,Mikaylachester,Non-Vegetarian,Dinner
761,Dairy,46,24-03-25,217,Supermarket,Mooremouth,Vegetarian,Snacks
762,Soup,4,23-03-25,76,Restaurant,Port Amandamouth,Vegetarian,Snacks
763,Fish,33,17-03-25,846,Supermarket,South Thomasville,Vegan,Snacks
764,Vegetables,21,19-03-25,9,Supermarket,Tinamouth,Vegetarian,Breakfast
765,Soup,1,28-03-25,161,Supermarket,Perezport,Vegan,Lunch
766,Chicken,17,24-03-25,463,Grocery Store,East Edwinburgh,Vegetarian,Breakfast
767,Salad,17,27-03-25,952,Grocery Store,Samueltown,Vegan,Dinner
768,Soup,39,28-03-25,200,Supermarket,Bradleyport,Non-Vegetarian,Snacks
769,Chicken,27,25-03-25,483,Catering Service,Millerview,Vegetarian,Lunch
770,Dairy,30,30-03-25,770,Supermarket,East Melissa,Non-Vegetarian,Lunch
771,Chicken,9,23-03-25,551,Restaurant,East Sandratown,Vegetarian,Dinner
772,Salad,37,23-03-25,609,Restaurant,South Christopherborough,Vegan,Lunch
773,Fish,40,20-03-25,509,Grocery Store,Cordovaborough,Vegetarian,Dinner
774,Dairy,2,16-03-25,788,Supermarket,New Michaelmouth,Vegan,Breakfast
775,Pasta,7,17-03-25,204,Supermarket,Lake Lauraton,Vegetarian,Dinner
776,Chicken,33,24-03-25,249,Catering Service,Johnsonside,Vegetarian,Dinner
777,Fruits,5,18-03-25,709,Restaurant,South Kathryn,Vegetarian,Dinner
778,Dairy,7,21-03-25,57,Grocery Store,Port Robin,Non-Vegetarian,Snacks
779,Bread,43,27-03-25,74,Catering Service,Belindaville,Vegan,Lunch
780,Dairy,48,17-03-25,162,Restaurant,Penabury,Vegan,Snacks
781,Bread,45,23-03-25,33,Restaurant,Janetborough,Vegan,Snacks
782,Rice,49,28-03-25,566,Catering Service,New Rachel,Non-Vegetarian,Snacks
783,Rice,4,20-03-25,455,Catering Service,Madisonfort,Vegetarian,Snacks
784,Bread,1,26-03-25,335,Grocery Store,North Gary,Non-Vegetarian,Dinner
785,Bread,10,16-03-25,678,Grocery Store,Lake Travis,Non-Vegetarian,Lunch
786,Rice,4,30-03-25,959,Grocery Store,North Victoriastad,Vegetarian,Dinner
787,Fish,48,24-03-25,355,Restaurant,Port Patrick,Vegetarian,Dinner
788,Fish,26,30-03-25,34,Grocery Store,North Garybury,Vegan,Dinner
789,Chicken,10,26-03-25,673,Restaurant,New Connorfort,Vegan,Snacks
790,Chicken,2,21-03-25,332,Restaurant,West Whitneymouth,Vegan,Dinner
791,Soup,23,29-03-25,152,Catering Service,South Jacobport,Vegetarian,Breakfast
792,Chicken,15,17-03-25,308,Catering Service,Brittanyside,Vegan,Breakfast
793,Fruits,5,24-03-25,824,Supermarket,Lopezport,Vegan,Snacks
794,Fruits,21,27-03-25,380,Restaurant,Lake Christophermouth,Vegan,Snacks
795,Dairy,3,19-03-25,911,Restaurant,Garciatown,Non-Vegetarian,Dinner
796,Pasta,8,27-03-25,798,Grocery Store,North Amanda,Vegetarian,Lunch
797,Dairy,40,27-03-25,467,Catering Service,Phillipsfort,Vegan,Breakfast
798,Fish,3,30-03-25,413,Catering Service,North Mike,Vegetarian,Lunch
799,Chicken,5,17-03-25,764,Restaurant,New Travisshire,Vegetarian,Breakfast
800,Dairy,15,20-03-25,193,Restaurant,North Lisaland,Vegan,Lunch
801,Chicken,50,18-03-25,609,Restaurant,South Christopherborough,Vegan,Lunch
802,Soup,25,22-03-25,62,Grocery Store,Marymouth,Non-Vegetarian,Dinner
803,Chicken,13,27-03-25,714,Catering Service,North William,Vegan,Snacks
804,Fruits,47,27-03-25,16,Catering Service,West Vanessafort,Vegan,Breakfast
805,Chicken,1,22-03-25,235,Catering Service,Gutierrezshire,Non-Vegetarian,Dinner
806,Soup,12,27-03-25,388,Supermarket,Manuelhaven,Vegetarian,Dinner
807,Salad,35,19-03-25,474,Catering Service,South Nicole,Vegetarian,Dinner
808,Dairy,7,23-03-25,868,Grocery Store,Rodriguezview,Vegetarian,Dinner
809,Dairy,48,29-03-25,292,Supermarket,Mooneybury,Vegan,Breakfast
810,Bread,34,16-03-25,993,Restaurant,East Stephanie,Vegan,Snacks
811,Salad,19,27-03-25,513,Catering Service,West Larry,Non-Vegetarian,Dinner
812,Bread,49,19-03-25,471,Grocery Store,Charlesmouth,Non-Vegetarian,Lunch
813,Fish,33,23-03-25,610,Supermarket,Allenton,Vegetarian,Breakfast
814,Bread,18,17-03-25,287,Catering Service,Jefferyside,Vegan,Snacks
815,Pasta,50,22-03-25,157,Restaurant,Bairdfort,Vegan,Snacks
816,Fruits,2,17-03-25,965,Restaurant,Port Bryce,Vegetarian,Lunch
817,Rice,23,28-03-25,363,Catering Service,East Brittanyland,Vegetarian,Snacks
818,Fish,50,29-03-25,248,Restaurant,South Michellechester,Vegetarian,Dinner
819,Bread,35,28-03-25,304,Catering Service,Port Marcland,Non-Vegetarian,Breakfast
820,Fruits,46,27-03-25,753,Supermarket,South Randy,Non-Vegetarian,Lunch
821,Chicken,9,24-03-25,167,Catering Service,Davidport,Non-Vegetarian,Lunch
822,Dairy,27,25-03-25,237,Supermarket,Frederickside,Vegan,Lunch
823,Chicken,27,21-03-25,587,Restaurant,Lake George,Vegan,Lunch
824,Bread,12,27-03-25,993,Restaurant,East Stephanie,Vegetarian,Dinner
825,Salad,25,25-03-25,995,Supermarket,Manningshire,Vegetarian,Breakfast
826,Bread,39,17-03-25,50,Catering Service,West Danielborough,Vegan,Snacks
827,Salad,3,23-03-25,907,Supermarket,South Marthahaven,Vegan,Snacks
828,Vegetables,21,24-03-25,636,Grocery Store,West Omarside,Non-Vegetarian,Breakfast
829,Dairy,44,18-03-25,262,Supermarket,New Carol,Vegan,Dinner
830,Vegetables,3,25-03-25,847,Supermarket,Williamsonmouth,Vegetarian,Snacks
831,Pasta,24,22-03-25,330,Restaurant,Jamesport,Non-Vegetarian,Breakfast
832,Fish,19,16-03-25,752,Grocery Store,East Heatherport,Non-Vegetarian,Breakfast
833,Fruits,44,17-03-25,146,Supermarket,Jonathanhaven,Non-Vegetarian,Dinner
834,Pasta,43,18-03-25,531,Catering Service,North Kylestad,Vegetarian,Dinner
835,Vegetables,17,29-03-25,752,Grocery Store,East Heatherport,Vegetarian,Lunch
836,Salad,49,16-03-25,685,Supermarket,Maysside,Vegan,Breakfast
837,Soup,50,24-03-25,642,Catering Service,Lesterstad,Vegan,Snacks
838,Bread,38,29-03-25,770,Supermarket,East Melissa,Vegetarian,Lunch
839,Chicken,6,17-03-25,72,Catering Service,Jasonstad,Vegan,Lunch
840,Dairy,43,16-03-25,548,Supermarket,Lisamouth,Vegan,Snacks
841,Chicken,15,25-03-25,532,Grocery Store,Darrylchester,Vegan,Lunch
842,Bread,40,21-03-25,205,Grocery Store,Carlbury,Vegan,Breakfast
843,Fruits,46,24-03-25,515,Restaurant,Snyderton,Vegetarian,Dinner
844,Fish,46,29-03-25,495,Supermarket,Brownshire,Non-Vegetarian,Dinner
845,Bread,14,20-03-25,718,Restaurant,Port Victoria,Non-Vegetarian,Dinner
846,Salad,34,19-03-25,894,Restaurant,Cannonside,Vegan,Snacks
847,Pasta,29,21-03-25,887,Supermarket,Strongmouth,Vegan,Dinner
848,Dairy,32,25-03-25,426,Catering Service,Taylorchester,Non-Vegetarian,Dinner
849,Pasta,29,21-03-25,563,Grocery Store,East Angela,Vegan,Breakfast
850,Dairy,22,26-03-25,67,Restaurant,Kentland,Vegan,Breakfast
851,Fruits,35,18-03-25,516,Catering Service,New Aaronberg,Non-Vegetarian,Snacks
852,Vegetables,49,20-03-25,363,Catering Service,East Brittanyland,Non-Vegetarian,Snacks
853,Rice,18,27-03-25,841,Restaurant,Lake Tamara,Vegan,Snacks
854,Fish,33,22-03-25,804,Restaurant,North Ashley,Vegan,Breakfast
855,Salad,28,25-03-25,596,Restaurant,Zimmermanville,Vegetarian,Lunch
856,Rice,44,23-03-25,501,Grocery Store,Jordanhaven,Vegetarian,Snacks
857,Pasta,47,17-03-25,97,Supermarket,Reyesshire,Vegetarian,Dinner
858,Fruits,13,22-03-25,413,Catering Service,North Mike,Non-Vegetarian,Snacks
859,Pasta,1,26-03-25,319,Restaurant,Lake Amymouth,Non-Vegetarian,Breakfast
860,Fish,37,17-03-25,934,Grocery Store,Steveport,Vegetarian,Lunch
861,Dairy,45,26-03-25,937,Restaurant,Roachhaven,Non-Vegetarian,Dinner
862,Dairy,4,19-03-25,237,Supermarket,Frederickside,Non-Vegetarian,Lunch
863,Fruits,30,20-03-25,57,Grocery Store,Port Robin,Vegan,Breakfast
864,Soup,11,28-03-25,741,Catering Service,West Anthonymouth,Vegetarian,Snacks
865,Fish,25,20-03-25,837,Supermarket,South Charles,Non-Vegetarian,Snacks
866,Fish,7,29-03-25,169,Grocery Store,Lindseyland,Vegetarian,Dinner
867,Soup,1,21-03-25,870,Supermarket,New Hollyfurt,Vegetarian,Snacks
868,Soup,4,22-03-25,504,Catering Service,Gaineschester,Non-Vegetarian,Snacks
869,Fish,27,20-03-25,40,Restaurant,Jennifertown,Vegan,Snacks
870,Fish,3,30-03-25,653,Catering Service,Cameronside,Vegetarian,Breakfast
871,Chicken,7,16-03-25,875,Grocery Store,South William,Non-Vegetarian,Lunch
872,Vegetables,50,29-03-25,717,Catering Service,Pamelaberg,Vegetarian,Snacks
873,Rice,49,29-03-25,712,Restaurant,Huberstad,Vegan,Lunch
874,Bread,45,17-03-25,655,Restaurant,Jimmyberg,Non-Vegetarian,Snacks
875,Bread,19,29-03-25,721,Catering Service,Port Staceymouth,Non-Vegetarian,Breakfast
876,Salad,38,20-03-25,78,Restaurant,North Susan,Vegan,Snacks
877,Chicken,8,20-03-25,374,Grocery Store,Steeleport,Non-Vegetarian,Lunch
878,Rice,23,29-03-25,17,Catering Service,West Dawn,Non-Vegetarian,Snacks
879,Chicken,21,25-03-25,778,Catering Service,Edwardsbury,Non-Vegetarian,Dinner
880,Soup,35,25-03-25,954,Catering Service,Randallchester,Vegetarian,Lunch
881,Dairy,43,17-03-25,655,Restaurant,Jimmyberg,Vegetarian,Lunch
882,Salad,43,23-03-25,138,Grocery Store,North Sherrimouth,Vegan,Lunch
883,Bread,8,23-03-25,857,Supermarket,Jordanborough,Vegetarian,Lunch
884,Chicken,27,28-03-25,371,Grocery Store,Solisburgh,Vegetarian,Lunch
885,Rice,44,22-03-25,503,Restaurant,Joseville,Vegan,Lunch
886,Bread,48,20-03-25,423,Restaurant,South Justinborough,Vegetarian,Breakfast
887,Soup,12,21-03-25,825,Supermarket,South Bryan,Vegetarian,Lunch
888,Salad,6,25-03-25,50,Catering Service,West Danielborough,Non-Vegetarian,Snacks
889,Soup,21,16-03-25,266,Grocery Store,Port Ronaldshire,Vegan,Snacks
890,Chicken,40,28-03-25,41,Catering Service,Bentleyburgh,Vegan,Lunch
891,Chicken,9,18-03-25,539,Restaurant,Watsonton,Vegetarian,Lunch
892,Bread,42,19-03-25,405,Supermarket,Kevinfort,Vegetarian,Dinner
893,Salad,3,28-03-25,46,Grocery Store,South Lisaberg,Vegan,Lunch
894,Pasta,43,25-03-25,310,Grocery Store,Saraburgh,Vegetarian,Dinner
895,Pasta,38,29-03-25,888,Supermarket,West Sharonview,Vegan,Snacks
896,Vegetables,32,18-03-25,547,Restaurant,Batesstad,Vegetarian,Snacks
897,Chicken,5,20-03-25,638,Restaurant,Jeffreyport,Non-Vegetarian,Lunch
898,Fish,28,27-03-25,87,Grocery Store,West Adam,Non-Vegetarian,Breakfast
899,Pasta,44,29-03-25,5,Grocery Store,Valentineside,Vegetarian,Snacks
900,Dairy,31,29-03-25,732,Supermarket,Ginaview,Non-Vegetarian,Breakfast
901,Vegetables,38,26-03-25,183,Grocery Store,South Anne,Vegetarian,Dinner
902,Salad,34,30-03-25,347,Supermarket,Louismouth,Vegan,Snacks
903,Rice,25,30-03-25,452,Supermarket,New Erica,Vegetarian,Breakfast
904,Chicken,40,22-03-25,709,Restaurant,South Kathryn,Vegetarian,Breakfast
905,Bread,37,25-03-25,2,Grocery Store,East Sheena,Vegan,Dinner
906,Soup,17,30-03-25,191,Grocery Store,Lake Jessicamouth,Vegan,Snacks
907,Chicken,17,16-03-25,175,Catering Service,Katherinefurt,Vegan,Lunch
908,Rice,16,27-03-25,463,Grocery Store,East Edwinburgh,Non-Vegetarian,Snacks
909,Fish,10,28-03-25,831,Catering Service,Lewishaven,Vegan,Snacks
910,Salad,37,19-03-25,533,Catering Service,Rogersmouth,Vegetarian,Breakfast
911,Fish,5,21-03-25,124,Supermarket,Lake Shelby,Vegetarian,Dinner
912,Dairy,6,28-03-25,334,Grocery Store,South Jillshire,Non-Vegetarian,Breakfast
913,Fruits,39,22-03-25,962,Catering Service,Alexanderchester,Vegetarian,Dinner
914,Chicken,18,27-03-25,995,Supermarket,Manningshire,Vegan,Dinner
915,Vegetables,35,22-03-25,198,Restaurant,Port Karen,Non-Vegetarian,Snacks
916,Rice,47,16-03-25,920,Restaurant,New Calebberg,Non-Vegetarian,Snacks
917,Soup,15,28-03-25,393,Restaurant,Heatherview,Vegan,Dinner
918,Dairy,8,29-03-25,583,Catering Service,Marcstad,Vegetarian,Breakfast
919,Soup,35,26-03-25,52,Supermarket,Port Dianaberg,Non-Vegetarian,Dinner
920,Soup,2,19-03-25,691,Restaurant,Youngchester,Vegetarian,Snacks
921,Chicken,6,26-03-25,59,Grocery Store,Marissaville,Vegetarian,Snacks
922,Soup,32,22-03-25,312,Restaurant,North Ianbury,Non-Vegetarian,Dinner
923,Fruits,42,24-03-25,161,Supermarket,Perezport,Vegan,Snacks
924,Fish,3,20-03-25,764,Restaurant,New Travisshire,Vegetarian,Dinner
925,Salad,12,26-03-25,665,Catering Service,West Billborough,Non-Vegetarian,Lunch
926,Rice,41,16-03-25,240,Catering Service,Andreaborough,Vegetarian,Snacks
927,Fruits,39,26-03-25,261,Grocery Store,South Richardhaven,Vegetarian,Snacks
928,Bread,20,20-03-25,852,Grocery Store,East Shanestad,Vegetarian,Breakfast
929,Bread,23,26-03-25,181,Restaurant,Taylormouth,Vegan,Lunch
930,Chicken,33,18-03-25,983,Grocery Store,Herbertbury,Vegan,Lunch
931,Vegetables,49,23-03-25,139,Supermarket,Port Connie,Vegan,Snacks
932,Pasta,11,18-03-25,857,Supermarket,Jordanborough,Vegetarian,Dinner
933,Dairy,17,30-03-25,478,Catering Service,Lake Regina,Non-Vegetarian,Lunch
934,Salad,50,29-03-25,951,Grocery Store,Spenceland,Vegan,Breakfast
935,Vegetables,24,25-03-25,608,Grocery Store,Collinsmouth,Vegetarian,Dinner
936,Chicken,32,30-03-25,381,Supermarket,Martinville,Non-Vegetarian,Breakfast
937,Bread,18,27-03-25,916,Catering Service,Patrickfort,Non-Vegetarian,Lunch
938,Vegetables,7,22-03-25,162,Restaurant,Penabury,Vegan,Breakfast
939,Rice,45,18-03-25,983,Grocery Store,Herbertbury,Non-Vegetarian,Dinner
940,Fish,36,27-03-25,890,Restaurant,Pereztown,Vegan,Lunch
941,Fish,1,16-03-25,745,Grocery Store,East Lisa,Vegan,Lunch
942,Rice,44,30-03-25,591,Grocery Store,New Leslieport,Vegan,Dinner
943,Bread,13,19-03-25,413,Catering Service,North Mike,Vegan,Lunch
944,Vegetables,41,17-03-25,807,Supermarket,Williamland,Vegan,Breakfast
945,Vegetables,16,21-03-25,351,Grocery Store,South Stefanietown,Vegetarian,Breakfast
946,Vegetables,29,26-03-25,146,Supermarket,Jonathanhaven,Vegan,Breakfast
947,Bread,29,19-03-25,176,Restaurant,East John,Vegetarian,Breakfast
948,Fruits,50,29-03-25,421,Supermarket,Kylehaven,Vegan,Breakfast
949,Pasta,15,20-03-25,632,Supermarket,Davidville,Vegetarian,Breakfast
950,Pasta,3,27-03-25,619,Grocery Store,North Katelynland,Vegetarian,Snacks
951,Vegetables,20,16-03-25,118,Supermarket,Lake Joseph,Vegan,Lunch
952,Pasta,32,28-03-25,82,Supermarket,West Lauraborough,Vegan,Dinner
953,Soup,2,29-03-25,731,Grocery Store,East Christophertown,Vegetarian,Breakfast
954,Rice,36,25-03-25,780,Catering Service,North Caitlin,Vegan,Lunch
955,Soup,26,26-03-25,276,Supermarket,Port Eric,Non-Vegetarian,Snacks
956,Chicken,39,30-03-25,626,Supermarket,Heathermouth,Vegan,Snacks
957,Fish,39,22-03-25,10,Catering Service,West Cherylfort,Vegan,Lunch
958,Soup,19,20-03-25,794,Supermarket,Woodport,Vegetarian,Lunch
959,Pasta,26,18-03-25,758,Catering Service,Port Patrick,Vegan,Breakfast
960,Fish,46,27-03-25,920,Restaurant,New Calebberg,Vegetarian,Snacks
961,Soup,22,25-03-25,66,Restaurant,Lake Michaelfurt,Non-Vegetarian,Lunch
962,Soup,13,28-03-25,62,Grocery Store,Marymouth,Vegetarian,Breakfast
963,Fish,33,16-03-25,827,Grocery Store,East Kimberly,Vegan,Dinner
964,Rice,46,25-03-25,192,Catering Service,Leslieville,Vegan,Dinner
965,Dairy,44,24-03-25,791,Grocery Store,West James,Vegetarian,Lunch
966,Dairy,41,25-03-25,705,Grocery Store,East Robert,Vegan,Snacks
967,Fruits,34,16-03-25,357,Supermarket,Donnaborough,Vegan,Snacks
968,Rice,45,17-03-25,789,Grocery Store,Lake Maria,Non-Vegetarian,Lunch
969,Soup,50,21-03-25,208,Restaurant,East Garyton,Non-Vegetarian,Lunch
970,Fruits,26,20-03-25,62,Grocery Store,Marymouth,Vegetarian,Breakfast
971,Fish,7,18-03-25,751,Restaurant,East Richardside,Vegetarian,Snacks
972,Vegetables,21,23-03-25,984,Catering Service,South Edwardtown,Vegetarian,Dinner
973,Fruits,7,16-03-25,519,Restaurant,Keithburgh,Non-Vegetarian,Breakfast
974,Chicken,45,17-03-25,393,Restaurant,Heatherview,Non-Vegetarian,Lunch
975,Fish,48,19-03-25,5,Grocery Store,Valentineside,Non-Vegetarian,Lunch
976,Vegetables,41,19-03-25,738,Grocery Store,West Kelli,Non-Vegetarian,Lunch
977,Vegetables,12,19-03-25,514,Supermarket,Maxwellburgh,Vegan,Dinner
978,Dairy,14,27-03-25,743,Supermarket,South Richard,Vegetarian,Snacks
979,Pasta,43,16-03-25,584,Supermarket,Moralesside,Vegetarian,Lunch
980,Chicken,2,27-03-25,876,Grocery Store,Brookeland,Vegan,Dinner
981,Dairy,47,18-03-25,999,Grocery Store,Stevenchester,Vegan,Breakfast
982,Soup,36,19-03-25,7,Restaurant,Lake Christopherburgh,Vegetarian,Breakfast
983,Fruits,43,22-03-25,98,Supermarket,Gardnerfort,Vegetarian,Lunch
984,Chicken,26,23-03-25,234,Catering Service,New Joel,Non-Vegetarian,Dinner
985,Bread,31,16-03-25,935,Grocery Store,Ramseyfort,Vegetarian,Dinner
986,Rice,23,24-03-25,14,Catering Service,Garciamouth,Vegan,Snacks
987,Dairy,6,29-03-25,557,Restaurant,East Aaron,Vegetarian,Dinner
988,Soup,44,24-03-25,517,Grocery Store,Wadeville,Vegan,Lunch
989,Bread,31,19-03-25,557,Restaurant,East Aaron,Non-Vegetarian,Snacks
990,Pasta,11,25-03-25,720,Restaurant,Francisshire,Vegetarian,Breakfast
991,Vegetables,7,19-03-25,432,Restaurant,Carolchester,Vegetarian,Dinner
992,Salad,25,26-03-25,257,Supermarket,Lake Coryhaven,Vegan,Breakfast
993,Soup,8,28-03-25,470,Restaurant,Port Daniellechester,Vegetarian,Lunch
994,Salad,17,29-03-25,37,Catering Service,New Amanda,Non-Vegetarian,Snacks
995,Rice,37,23-03-25,868,Grocery Store,Rodriguezview,Vegan,Snacks
996,Fish,15,30-03-25,467,Catering Service,Phillipsfort,Vegan,Breakfast
997,Fish,22,18-03-25,35,Grocery Store,Andersonmouth,Vegetarian,Breakfast
998,Fruits,6,22-03-25,444,Restaurant,New Billy,Non-Vegetarian,Dinner
999,Pasta,15,30-03-25,702,Supermarket,Lake Mistyton,Non-Vegetarian,Lunch
1000,Salad,18,19-03-25,155,Supermarket,Charlesview,Non-Vegetarian,Dinner
